National Database Number,Field Number,Nmfs Regional Number,Confidence Code,Common Name,Genus,Species,Report Status,Examiner Name,Affiliation,Stranding Agreement/Authority,Region,Country,City - from strandings table,County,State,Body of Water,Locality Detail,Latitude,Latitude Units,Latitude Actual/Estimate,Longitude,Longitude Units,Longitude Actual/Estimate,How lat/long determined,Restrand,Group Event Number,Group Event Flag,Mass Stranding Number,Group Type: Cow Calf Pair,Group Type: Mass Stranding,Findings of Human Interaction,Boat Collision,Shot,Fishery Interaction,SW Fishery Type,Other Human Interaction,Other Human Int Description,SW Other Human Int Type,Gear Collection Flag,Gear Disposition Flag,Other Findings upon Level Y/N,Other Findings - Illness Flag,Other Findings - Injury Flag,Other Findings - Pregnant Flag,Observation Date,Year of Observation,Month of Observation,Day of Observation,How Observed,Observation Status,Condition at Examination,Left at Site,Immediate Release at Site,Relocated Flag,Disentangled Flag,Euthanized at Site Flag,Died at Site Flag,Transferred to Rehabilitation,Sick Flag,Injured Flag,Out of Habitat Flag,Deemed Healthy/Releasable Flag,Abandoned/Orphaned Flag,Inaccesible Flag,Location Hazardous to Animal,Location Hazardous Public,Unknown/CBD Flag,Entangled Flag,Sex,Age Class,Length,Length Units,Length actual/estimate,Weight,Weight Units,Weight actual/estimate
NW-2016-1191232,CRC-1563,16NWR09011,Confirmed- High Report,"Seal, harbor",Phoca,vitulina,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,,Ocean Shores,Grays Harbor,WA,Pacific Ocean,between Shilo and Best Western,47.023,dd.dddd,actual,124,dd.dddd,actual,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,,,,,,,2016-SEP-15,2016,SEP,15,Beach or Land,Mummified/Skeletal,Mummified/Skeletal,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,138,cm,actual,,,
NW-2016-1191250,CRC-1536,16NWR07088,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,,Roosevelt Beach,Grays Harbor,WA,Pacific Ocean,1/2 Mile S of approach,47.18,dd.dddd,estimate,124,dd.dddd,estimate,Internet/Software,N,,N,,N,N,N,N,N,N,,N,,,,,Y,,Y,N,2016-JUL-17,2016,JUL,17,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,PUP/CALF,79,cm,actual,9,kg,actual
NW-2016-1191123,WDFW2016-046,16NWR06056,Confirmed- High Report,"Sea lion, Steller",Eumetopias,jubatus,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,,Ocean Shores,Grays Harbor,WA,Pacific Ocean,500 yards S. of Ocean view,46.9905,dd.dddd,actual,124,dd.dddd,actual,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,,,,,,,2016-JUN-03,2016,JUN,3,Beach or Land,Moderate Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,SUBADULT,248,cm,estimate,300,kg,estimate
NW-2016-1191120,WDFW2016-043,16NWR05071,Confirmed- High Report,"Sea lion, Steller",Eumetopias,jubatus,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,,Ocean Shores,Grays Harbor,WA,Pacific Ocean,.1 Mile S of Best Western BA,47.0147,dd.dddd,estimate,124,dd.dddd,estimate,Internet/Software,N,,N,,N,N,CBD,N,N,N,,N,,,,,Y,,Y,,2016-MAY-26,2016,MAY,26,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,YEARLING,167,cm,actual,65,kg,estimate
NW-2016-1193517,WDFW2016-117,16NWR09102,Confirmed- Medium Report,"Seal, harbor",Phoca,vitulina,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,,Ocean Shores,Grays Harbor,WA,Pacific Ocean,Damon Point,46.944,dd.dddd,estimate,124,dd.dddd,estimate,Internet/Software,N,,N,,N,N,CBD,N,N,N,,N,,,,,,,,,2016-SEP-02,2016,SEP,2,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,PUP/CALF,90,cm,estimate,15,kg,estimate
NW-2016-1191247,CRC-1533,16NWR07085,Confirmed- Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,,Ocean Shores,Grays Harbor,WA,Pacific Ocean,S of Butterclam,46.96,dd.dddd,estimate,124,dd.dddd,estimate,Internet/Software,N,,N,,N,N,Y,N,N,N,,Y,,,,,,,,N,2016-JUL-08,2016,JUL,8,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,PUP/CALF,85,cm,estimate,,,
NW-2016-1191122,WDFW2016-045,16NWR05073,Confirmed- High Report,"Seal, harbor",Phoca,vitulina,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,,North Cove,Pacific,WA,Pacific Ocean,Whipple Beach,46.7416,dd.dddd,estimate,124,dd.dddd,estimate,Internet/Software,N,,N,,N,N,CBD,N,N,N,,N,,,,,,,,,2016-MAY-11,2016,MAY,11,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,PUP/CALF,78,cm,actual,9.4,kg,actual
NW-2016-1191116,WDFW2016-037,16NWR05067,Confirmed- High Report,"Seal, harbor",Phoca,vitulina,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,,Westport,Grays Harbor,WA,Pacific Ocean,Colesset Beach,46.8841,dd.dddd,estimate,124,dd.dddd,estimate,Internet/Software,N,,N,,N,N,Y,N,N,N,,Y,,,,,,,N,N,2016-MAY-21,2016,MAY,21,Beach or Land,Alive,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,MALE,PUP/CALF,74,cm,actual,7.8,kg,actual
NW-2016-1193468,WDFW2016-126,16NWR09090,Confirmed- High Report,"Seal, harbor",Phoca,vitulina,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,United States,Westport,Grays Harbor,WA,Grays Harbor,Westport Marina,46.9105,decimal degrees,estimate,124,decimal degrees,estimate,,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-SEP-08,2016,SEP,8,Floating,Fresh Dead,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,230,cm,estimate,250,kg,estimate
NW-2016-1191041,WDFW2016-057,16NWR06053,Confirmed- High Report,"Seal, harbor",Phoca,vitulina,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,,Ocean Shores,Grays Harbor,WA,Pacific Ocean,Ocean shores Jetty,46.928,dd.dddd,estimate,124,dd.dddd,estimate,Internet/Software,N,,N,,N,N,CBD,N,N,N,,N,,,,,,,,,2016-JUN-26,2016,JUN,26,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,PUP/CALF,90,cm,estimate,12,kg,estimate
NW-2016-1191191,CRC-1542,16NWR08025,Confirmed- Medium Report,"Porpoise, Dall's",Phocoenoides,dalli,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,,Ocean Shores,Grays Harbor,WA,Pacific Ocean,400 yds N of Marine View,46.955,dd.dddd,estimate,124,dd.dddd,estimate,Internet/Software,N,,N,,N,N,N,N,N,N,,N,,,,,,,,N,2016-AUG-03,2016,AUG,3,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,PUP/CALF,90,cm,actual,,,
NW-2016-1184819,CRC-1518,16NWR03003,Confirmed- High Report,"Dolphin, Pacific white-sided",Lagenorhynchus,obliquidens,Validated,Erin Keene,Cascadia Research,Cascadia Research,NW,,Ocean City,Grays Harbor,WA,Pacific Ocean,1 mile N of ocean city entrance,47.09,dd.dddd,estimate,124,dd.dddd,estimate,Internet/Software,N,,N,,N,N,Y,N,N,N,,Y,,,,,Y,,Y,,2016-MAR-15,2016,MAR,15,Beach or Land,Alive,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,SUBADULT,185,cm,actual,175,lb,estimate
NW-2016-1191040,WDFW2016-056,16NWR06052,Confirmed- High Report,"Sea lion, Steller",Eumetopias,jubatus,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,,Pacific Beach,Grays Harbor,WA,Pacific Ocean,Pacific Beach SP,47.206,dd.dddd,actual,124,dd.dddd,actual,Internet/Software,N,,N,,N,N,Y,N,N,N,,Y,,,,,,,,,2016-JUN-24,2016,JUN,24,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,295,cm,estimate,1200,kg,estimate
NW-2016-1191080,WDFW2016-079,16NWR07065,Confirmed- Medium Report,"Sea lion, California",Zalophus,californianus,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,,Westport,Grays Harbor,WA,Pacific Ocean,By Jetty,46.904,dd.dddd,estimate,124,dd.dddd,estimate,Internet/Software,N,,N,,N,N,CBD,N,N,N,,N,,,,,,,,,2016-JUL-22,2016,JUL,22,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,230,cm,estimate,250,kg,estimate
NW-2016-1191109,WDFW2016-026,16NWR04063,Confirmed- High Report,"Sea lion, Steller",Eumetopias,jubatus,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,,Westport,Grays Harbor,WA,Pacific Ocean,1500 ft. S. of Hancock,46.878,dd.dddd,estimate,124,dd.dddd,estimate,Internet/Software,N,,N,,N,N,CBD,N,N,N,,N,,,,,Y,,Y,,2016-APR-22,2016,APR,22,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,300,cm,actual,500,kg,estimate
NW-2016-1191249,CRC-1535,16NWR07087,Confirmed- Minimum,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,,Ocean Shores,Grays Harbor,WA,Pacific Ocean,near Best Western,47.016,dd.dddd,estimate,124,dd.dddd,estimate,Internet/Software,N,,N,,N,N,CBD,N,N,N,,N,,,,,,,,,2016-JUL-13,2016,JUL,13,Beach or Land,Condition Unknown,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,SUBADULT,110,cm,estimate,,,
NW-2016-1191129,WDFW2016-053,16NWR06061,Confirmed- High Report,"Seal, Guadalupe fur",Arctocephalus,townsendi,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,,Copalis,Grays Harbor,WA,Pacific Ocean,Copalis rock,47.1497,dd.dddd,actual,124,dd.dddd,actual,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,,,Y,,Y,,2016-JUN-17,2016,JUN,17,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,YEARLING,85,cm,estimate,9,kg,estimate
NW-2016-1191103,WDFW2016-019,16NWR03048,Confirmed- Medium Report,"Seal, harbor",Phoca,vitulina,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,,Ocean Shores,Grays Harbor,WA,Pacific Ocean,Just North of Ocean Lake Way,46.9863,dd.dddd,estimate,124,dd.dddd,estimate,Internet/Software,N,,N,,N,N,CBD,N,N,N,,N,,,,,,,,Y,2016-MAR-30,2016,MAR,30,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,ADULT,150,cm,estimate,90,kg,estimate
NW-2016-1191251,CRC-1537,16NWR07089,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,,Pacific Beach,Grays Harbor,WA,Pacific Ocean,100 yds S of Analyde Gap,47.22,dd.dddd,actual,124,dd.dddd,actual,GPS,N,,N,,N,N,N,N,N,N,,N,,,,,,,N,N,2016-JUL-18,2016,JUL,18,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,PUP/CALF,75,cm,actual,6.3,kg,actual
NW-2016-1191193,CRC-1544,16NWR08026,Confirmed- Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,,Ocean Shores,Grays Harbor,WA,Puget Sound,Butterclam approach,46.962,dd.dddd,estimate,124,dd.dddd,estimate,Internet/Software,N,,N,,N,N,CBD,N,N,N,,N,,,,,,,N,,2016-AUG-10,2016,AUG,10,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,PUP/CALF,80,cm,estimate,,,
NW-2016-1193156,CRC-1578,16NWR10040,Confirmed- Medium Report,"Whale, sperm",Physeter,macrocephalus,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,,Tahola,Grays Harbor,WA,Pacific Ocean,1.5 miles S of Queets River mouth,47.509,dd.dddd,estimate,124,dd.dddd,estimate,Internet/Software,N,,N,,N,N,CBD,N,N,N,,N,,,,,,,,,2016-OCT-23,2016,OCT,23,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,SUBADULT,915,cm,estimate,,,
NW-2016-1193147,CRC-1571,16NWR09070,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,,Ocean City,Grays Harbor,WA,Pacific Ocean,Ocean city state park,47.0359,dd.dddd,actual,124,dd.dddd,actual,GPS,N,,N,,N,N,N,N,N,N,,N,,,,,Y,,Y,N,2016-SEP-29,2016,SEP,29,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,PUP/CALF,104,cm,actual,25,lb,estimate
NW-2016-1191125,WDFW2016-049,16NWR06057,Confirmed- High Report,"Sea lion, California",Zalophus,californianus,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,,Grayland,Pacific,WA,Pacific Ocean,South of cranberry Beach access,46.787,dd.dddd,estimate,124,dd.dddd,estimate,Internet/Software,N,,N,,N,N,CBD,N,N,N,,N,,,,,,,,,2016-JUN-13,2016,JUN,13,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,230,cm,estimate,250,,estimate
NW-2016-1191048,WDFW2016-067,16NWR07053,Confirmed- Medium Report,"Sea lion, Steller",Eumetopias,jubatus,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,,Westport,Grays Harbor,WA,Pacific Ocean,Schaefer BA,46.857,dd.dddd,actual,124,dd.dddd,actual,Internet/Software,N,,N,,N,N,CBD,N,N,N,,N,,,,,Y,,Y,,2016-JUL-07,2016,JUL,7,Beach or Land,Moderate Decomposition,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,ADULT,230,cm,estimate,200,kg,estimate
NW-2016-1193359,MKH2016-013,16NWR08082,Confirmed- High Report,"Seal, harbor",Phoca,vitulina,Validated,Jonathan Scordino,Makah Fisheries Management,Makah Fisheries Management,NW,,Sekiu,Clallam,WA,Strait of Juan de Fuca,Just east of Sekiu,48.2596,dd.dddd,estimate,124,dd.dddd,estimate,Internet/Software,N,,N,,N,N,Y,N,N,Y,,N,,,,,Y,,Y,N,2016-AUG-22,2016,AUG,22,Beach or Land,Alive,Alive,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,,FEMALE,PUP/CALF,89,cm,actual,,,
NW-2016-1184817,CRC-1515,16NWR02004,Confirmed- High Report,"Dolphin, striped",Stenella,coeruleoalba,Validated,Erin Keene,Cascadia Research,Cascadia Research,NW,United States,Ocean Shores,Grays Harbor,WA,Pacific Ocean,100 yrds S of Shilo Inn,47.006,decimal degrees,estimate,124,decimal degrees,estimate,,N,,N,,N,N,N,N,N,N,,N,,,N,,Y,N,Y,N,2016-FEB-06,2016,FEB,6,Beach or Land,Alive,Fresh Dead,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,,FEMALE,SUBADULT,181,cm,actual,200,lb,estimate
NW-2016-1193481,WDFW2016-142,16NWR11044,Confirmed- Medium Report,"Seal, harbor",Phoca,vitulina,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,United States,Ocean Shores,Grays Harbor,WA,Puget Sound,Damon Beach Approach,47.0186,decimal degrees,estimate,124,decimal degrees,estimate,,N,,N,,N,N,CBD,N,N,N,,N,,,N,,CBD,N,N,N,2016-NOV-24,2016,NOV,24,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,SUBADULT,100,cm,estimate,15,kg,estimate
NW-2016-1193434,WDFW2016-087,16NWR08085,Confirmed- Medium Report,"Sea lion, California",Zalophus,californianus,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,United States,Grayland,Pacific,WA,Pacific Ocean,Just South of Beach Access,46.848,decimal degrees,actual,124,decimal degrees,actual,,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-AUG-04,2016,AUG,4,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,210,cm,actual,250,kg,actual
NW-2016-1191047,WDFW2016-065,16NWR07052,Confirmed- High Report,"Sea lion, Steller",Eumetopias,jubatus,Validated,Erin D'Agnese,WDFW/MMI,WDFW/MMI,NW,,Ocean City,Grays Harbor,WA,Pacific Ocean,Ocean City west of access ~1mile,47.0748,dd.dddd,estimate,124,dd.dddd,estimate,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,,,Y,,Y,,2016-JUL-08,2016,JUL,8,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,271,cm,actual,550,kg,estimate
NW-2016-1191121,WDFW2016-044,16NWR05072,Confirmed- Medium Report,"Seal, harbor",Phoca,vitulina,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,,North Cove,Pacific,WA,Pacific Ocean,By North jetty across from cemetery,46.703,dd.dddd,estimate,124,dd.dddd,estimate,Internet/Software,N,,N,,N,N,CBD,N,N,N,,N,,,,,,,,,2016-MAY-31,2016,MAY,31,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,PUP/CALF,85,cm,estimate,8,kg,estimate
NW-2016-1191119,WDFW2016-042,16NWR05070,Confirmed- High Report,"Seal, Guadalupe fur",Arctocephalus,townsendi,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,,Ocean Shores,Grays Harbor,WA,Pacific Ocean,100ft S. Of Shiloh Beach Access,47.0059,dd.dddd,actual,124,dd.dddd,actual,Internet/Software,N,,N,,N,N,Y,N,N,N,,Y,,,,,,,N,,2016-MAY-27,2016,MAY,27,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,PUP/CALF,87,cm,actual,10,kg,estimate
NW-2016-1191115,WDFW2016-040,16NWR05066,Confirmed- High Report,"Seal, harbor",Phoca,vitulina,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,,Ocean Shores,Grays Harbor,WA,Pacific Ocean,Damon Point,46.9303,dd.dddd,estimate,124,dd.dddd,estimate,Internet/Software,N,,N,,N,N,CBD,N,N,N,,N,,,,,,,,,2016-MAY-22,2016,MAY,22,Beach or Land,Alive,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,PUP/CALF,80,cm,estimate,8,kg,estimate
NW-2016-1191198,CRC-1549,16NWR08031,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,,Ocean Shores,Grays Harbor,WA,Pacific Ocean,1 mi S of Shilo Inn,46.996,dd.dddd,actual,124,dd.dddd,actual,GPS,N,,N,,N,N,N,N,N,N,,N,,,,,Y,,Y,,2016-AUG-15,2016,AUG,15,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,PUP/CALF,91,cm,actual,12,kg,estimate
NW-2016-1191117,WDFW2016-039,16NWR05068,Confirmed- High Report,"Seal, harbor",Phoca,vitulina,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,,Ocean Shores,Grays Harbor,WA,Pacific Ocean,Pacific Blvd Access,46.993,dd.dddd,actual,124,dd.dddd,actual,Internet/Software,N,,N,,N,N,CBD,N,N,N,,N,,,,,,,N,,2016-MAY-19,2016,MAY,19,Beach or Land,Alive,Alive,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,,MALE,PUP/CALF,80,cm,estimate,9,kg,estimate
NW-2016-1184818,CRC-1516,16NWR03002,Confirmed- High Report,"Dolphin, common, long-beaked",Delphinus,capensis,Validated,Erin Keene,Cascadia Research,Cascadia Research,NW,,Copalis,Grays Harbor,WA,Pacific Ocean,2 mi N of Ocean city access,47.098,dd.dddd,estimate,124,dd.dddd,estimate,Internet/Software,N,,N,,N,N,N,N,N,N,,N,,,,,Y,,Y,N,2016-MAR-14,2016,MAR,14,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,ADULT,200,cm,actual,175,lb,estimate
NW-2016-1193462,WDFW2016-119,16NWR09084,Confirmed- Medium Report,"Seal, harbor",Phoca,vitulina,Validated,Erin D'Agnese,WDFW/MMI,WDFW/MMI,NW,United States,Ocean City,Grays Harbor,WA,Pacific Ocean,Ocean City state park Beach Access,47.035,decimal degrees,estimate,124,decimal degrees,estimate,,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-SEP-08,2016,SEP,8,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,UNKNOWN,95,cm,estimate,15,kg,estimate
NW-2016-1191233,CRC-1564,16NWR09012,Confirmed- High Report,"Seal, harbor",Phoca,vitulina,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,,Ocean Shores,Grays Harbor,WA,Pacific Ocean,between best western and shilo inn,47.029,dd.dddd,actual,124,dd.dddd,actual,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,,,,,,,2016-SEP-15,2016,SEP,15,Beach or Land,Mummified/Skeletal,Mummified/Skeletal,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,SUBADULT,120,cm,estimate,,,
NW-2016-1184823,CRC-1520,16NWR03006,Confirmed- High Report,"Dolphin, unidentified",,,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,,Grayland,Grays Harbor,WA,Pacific Ocean,just N of Grayland beach approach,46.809,dd.dddd,actual,124,dd.dddd,actual,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,,,,,,,2016-MAR-22,2016,MAR,22,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,UNKNOWN,200,cm,estimate,,,
NW-2016-1191245,CRC-1531,16NWR07083,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,,Ocean Shores,Grays Harbor,WA,Pacific Ocean,Chance a la mer access,47.007,dd.dddd,estimate,124,dd.dddd,estimate,Internet/Software,N,,N,,N,N,N,N,N,N,,N,,,,,,,N,N,2016-JUL-06,2016,JUL,6,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,PUP/CALF,86.5,cm,actual,10.8,kg,actual
NW-2016-1191201,CRC-1552,16NWR08034,Confirmed- Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,,Queets,Grays Harbor,WA,Pacific Ocean,1.5 mi S of river mouth,47.517,dd.dddd,estimate,124,dd.dddd,estimate,Internet/Software,N,,N,,N,N,CBD,N,N,N,,N,,,,,,,,N,2016-AUG-19,2016,AUG,19,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,SUBADULT,145,cm,estimate,,,
NW-2016-1188690,HMSC16-02-23-Zc,16NWR02024,Confirmed - High Report,"Sea lion, California",Zalophus,californianus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Otis,Lincoln,OR,Pacific Ocean,"2929 N Three Rocks Road, near mouth of Salmon River",45.044042,dd.dddd,,123.998588,dd.dddd,,GPS,N,,N,,N,N,Y,N,Y,N,,N,,,N,,Y,N,Y,N,2016-FEB-23,2016,FEB,23,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,YEARLING,148,cm,actual,88,lb,actual
NW-2016-1188710,PSU16-05-23-Zc,16NWR05039,Confirmed - High Report,"Sea lion, California",Zalophus,californianus,Validated,Debbie Duffield,Portland State University,Portland State University,NW,,Hammond,Clatsop,OR,Columbia River,"0.5 mile north from the Social Security Beach access, Ft. Stevens SP",46.23309,dd.dddd,actual,123.99785,dd.dddd,,GPS,N,,N,,N,N,Y,N,Y,N,,N,,,Y,NOAA/NMFS Enforcement,Y,N,Y,N,2016-MAY-23,2016,MAY,23,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,205,cm,actual,0,kg,
NW-2016-1188564,PSU16-03-16-Ej,16NWR03019,Confirmed - High Report,"Sea lion, Steller",Eumetopias,jubatus,Validated,Debbie Duffield,Portland State University,Portland State University,NW,,Hammond,Clatsop,OR,Columbia River,Social Security Beach access at Fort Stevens State Park,46.22988,dd.dddd,actual,123.9972,dd.dddd,,GPS,N,,N,,N,N,Y,N,Y,N,,N,,,Y,evidence collected from carcass by NOAA/NMFS Enforcement,Y,N,Y,Y,2016-MAR-16,2016,MAR,16,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,ADULT,196.1,cm,actual,0,kg,estimate
NW-2016-1188689,PSU16-02-21-Ej,16NWR02023,Confirmed - High Report,"Sea lion, Steller",Eumetopias,jubatus,Validated,Debbie Duffield,Portland State University,Portland State University,NW,,Hammond,Clatsop,OR,Columbia River,just east of the Social Security Beach access at Fort Stevens State Park,46.22997,dd.dddd,actual,123.99681,dd.dddd,,GPS,N,,N,,N,N,Y,N,Y,N,,N,,,Y,NOAA/NMFS Enforcement,Y,Y,Y,N,2016-FEB-21,2016,FEB,21,Beach or Land,Alive,Alive,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,,MALE,ADULT,223,cm,actual,0,kg,
