National Database Number,Field Number,Nmfs Regional Number,Confidence Code,Common Name,Genus,Species,Report Status,Examiner Name,Affiliation,Stranding Agreement/Authority,Region,Country,City - from strandings table,County,State,Body of Water,Locality Detail,Latitude,Latitude Units,Latitude Actual/Estimate,Longitude,Longitude Units,Longitude Actual/Estimate,How lat/long determined,Restrand,Group Event Number,Group Event Flag,Mass Stranding Number,Group Type: Cow Calf Pair,Group Type: Mass Stranding,Findings of Human Interaction,Boat Collision,Shot,Fishery Interaction,SW Fishery Type,Other Human Interaction,Other Human Int Description,SW Other Human Int Type,Gear Collection Flag,Gear Disposition Flag,Other Findings upon Level Y/N,Other Findings - Illness Flag,Other Findings - Injury Flag,Other Findings - Pregnant Flag,Observation Date,Year of Observation,Month of Observation,Day of Observation,How Observed,Observation Status,Condition at Examination,Left at Site,Immediate Release at Site,Relocated Flag,Disentangled Flag,Euthanized at Site Flag,Died at Site Flag,Transferred to Rehabilitation,Sick Flag,Injured Flag,Out of Habitat Flag,Deemed Healthy/Releasable Flag,Abandoned/Orphaned Flag,Inaccesible Flag,Location Hazardous to Animal,Location Hazardous Public,Unknown/CBD Flag,Entangled Flag,Sex,Age Class,Length,Length Units,Length actual/estimate,Weight,Weight Units,Weight actual/estimate
NW-2016-1188640,HMSC16-02-13-Ej,16NWR02013,Confirmed - High Report,"Sea lion, Steller",Eumetopias,jubatus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,South Beach,Lincoln,OR,Pacific Ocean,"Surf Land, north of the creek",44.581093,dd.dddd,,124.068863,dd.dddd,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,Y,N,2016-FEB-13,2016,FEB,13,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,PUP/CALF,0,cm,estimate,0,lb,estimate
NW-2016-1188750,PSU16-05-28-Ej,16NWR05059,Confirmed - High Report,"Sea lion, Steller",Eumetopias,jubatus,Validated,Debbie Duffield,Portland State University,Portland State University,NW,United States,Seaview,Pacific,WA,Pacific,0.3 mile south of 38th Place access,46.3249,decimal degrees,actual,124.06885,decimal degrees,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,Y,Y,N,2016-MAY-28,2016,MAY,28,Beach or Land,Alive,Alive,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,,MALE,YEARLING,138.5,cm,actual,0,kg,estimate
NW-2016-1188765,PSU16-05-10-UnkSeaLion,16NWR05061,Confirmed - High Report,UNIDENTIFIED OTARIID,,,Validated,Debbie Duffield,Portland State University,Portland State University,NW,,Seaview,Pacific,WA,Pacific,0.5 mile south of 38th Place access,46.32298,dd.dddd,estimate,124.06863,dd.dddd,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-MAY-10,2016,MAY,10,Beach or Land,Mummified/Skeletal,Mummified/Skeletal,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,UNKNOWN,0,cm,estimate,0,kg,estimate
NW-2016-1191719,HMSC16-10-17-Up,16NWR10006,Confirmed - High Report,unidentified pinniped,,,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,South Beach,Lincoln,OR,Pacific Ocean,about 1/2 way between Grant and Henderson Creeks,44.585237,dd.dddd,,124.068352,dd.dddd,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-OCT-17,2016,OCT,17,Beach or Land,Mummified/Skeletal,Mummified/Skeletal,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,UNKNOWN,0,cm,estimate,0,lb,estimate
NW-2016-1191745,PSU16-06-05-At,16NWR06078,Confirmed - High Report,"Seal, Guadalupe fur",Arctocephalus,townsendi,Validated,Debbie Duffield,Portland State University,Portland State University,NW,,Seaview,Pacific,WA,Pacific,50 yards north of 38th Place access,46.33247,dd.dddd,estimate,124.06796,dd.dddd,,Internet,N,,N,,N,N,Y,N,N,Y,,N,,,N,,Y,N,Y,N,2016-JUN-05,2016,JUN,5,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,YEARLING,79.4,cm,estimate,0,kg,
NW-2016-1191720,HMSC16-10-17-Ej,16NWR10007,Confirmed - High Report,"Sea lion, Steller",Eumetopias,jubatus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,South Beach,Lincoln,OR,Pacific Ocean,near the mouth of Henderson Creek,44.588754,dd.dddd,,124.067896,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-OCT-17,2016,OCT,17,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,YEARLING,120,cm,actual,0,lb,estimate
NW-2016-1191794,PSU16-08-01-Pv,16NWR08067,Confirmed - High Report,"Seal, harbor",Phoca,vitulina,Validated,D. Duffield,Portland State University,Portland State University,NW,United States,Seaview,Pacific,WA,Pacific Ocean,just south of 38th Place access,46.32984,decimal degrees,actual,124.06769,decimal degrees,actual,GPS,N,,N,,N,N,Y,N,N,Y,,N,,,N,,Y,N,Y,N,2016-AUG-01,2016,AUG,1,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,SUBADULT,106,cm,actual,,,
NW-2016-1188626,HMSC16-02-01-Zc,16NWR02008,Confirmed - High Report,"Sea lion, California",Zalophus,californianus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,United States,Newport,Lincoln,OR,Pacific Ocean,Nye Beach south,44.628502,decimal degrees,,124.067503,decimal degrees,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-FEB-01,2016,FEB,1,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,0,cm,estimate,0,lb,estimate
NW-2016-1192106,PSU16-09-03-UnkSeaLion,16NWR09055,Confirmed - Medium Report,UNIDENTIFIED OTARIID,,,Validated,D. Duffield,Portland State University,Portland State University,NW,United States,Ocean Park,Pacific,WA,Pacific Ocean,3.1 miles north of Oysterville Road access at Leadbetter Point State Park,46.594,decimal degrees,actual,124.0672,decimal degrees,actual,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-SEP-03,2016,SEP,3,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,ADULT,0,cm,estimate,,,
NW-2016-1191746,PSU16-06-06-At,16NWR06079,Confirmed - High Report,"Seal, Guadalupe fur",Arctocephalus,townsendi,Validated,Debbie Duffield,Portland State University,Portland State University,NW,,Ocean Park,Pacific,WA,Pacific,3.36 miles north of Oysterville Road access at Leadbetter Point State Park,46.59764,dd.dddd,estimate,124.0671,dd.dddd,,Internet,N,,N,,N,N,N,N,N,N,,N,,,N,,Y,N,Y,N,2016-JUN-06,2016,JUN,6,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,YEARLING,77.5,cm,actual,0,kg,
NW-2016-1188661,HMSC16-04-24-Ej,16NWR04026,Confirmed - High Report,"Sea lion, Steller",Eumetopias,jubatus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Newport,Lincoln,OR,Pacific Ocean,south of Hallmark resort,44.627656,dd.dddd,,124.066232,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-APR-24,2016,APR,24,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,YEARLING,0,cm,estimate,0,lb,estimate
NW-2016-1188728,HMSC16-02-29-Pv,16NWR02032,Confirmed - High Report,"Seal, harbor",Phoca,vitulina,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Newport,Lincoln,OR,Pacific Ocean,south of Georgie's Beachside Grill,44.627992,dd.dddd,,124.066224,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,Y,N,N,2016-FEB-29,2016,FEB,29,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,YEARLING,104,cm,actual,41,lb,actual
NW-2016-1191743,HMSC16-06-04-Zc,16NWR06076,Confirmed - High Report,"Sea lion, California",Zalophus,californianus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Newport,Lincoln,OR,Pacific Ocean,"in front of Hallmark Resort, near stairs",44.629792,dd.dddd,,124.065954,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-JUN-04,2016,JUN,4,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,84,in,estimate,0,lb,estimate
NW-2016-1191740,PSU16-06-01-At,16NWR06073,Confirmed - High Report,"Seal, Guadalupe fur",Arctocephalus,townsendi,Validated,Debbie Duffield,Portland State University,Portland State University,NW,,Long Beach,Pacific,WA,Pacific,400 feet north of the Bolstad access,46.3527,dd.dddd,actual,124.06535,dd.dddd,,GPS,N,,N,,N,N,Y,N,N,Y,,N,,,N,,Y,N,Y,N,2016-JUN-01,2016,JUN,1,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,YEARLING,78.5,cm,estimate,0,kg,
NW-2016-1188717,PSU16-02-28-Zc,16NWR02030,Confirmed - High Report,"Sea lion, California",Zalophus,californianus,Validated,Debbie Duffield,Portland State University,Portland State University,NW,,Long Beach,Pacific,WA,Pacific,0.3 mile south of Bolstad access,46.34763,dd.dddd,actual,124.06534,dd.dddd,,GPS,N,,N,,N,N,Y,N,Y,N,,N,,,Y,NOAA/NMFS Enforcement,Y,Y,Y,N,2016-FEB-28,2016,FEB,28,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,215,cm,actual,0,kg,
NW-2016-1192158,PSU16-11-08-Ej,16NWR11008,Confirmed - High Report,"Sea lion, Steller",Eumetopias,jubatus,Validated,D. Duffield,Portland State University,Portland State University,NW,United States,Long Beach,Pacific,WA,Pacific Ocean,just south of the Bolstad West approach,46.35071,decimal degrees,actual,124.06527,decimal degrees,actual,GPS,N,,N,,N,N,N,N,N,N,,N,,,,,Y,N,N,N,2016-NOV-08,2016,NOV,8,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,YEARLING,112,cm,actual,,,
NW-2016-1188716,HMSC16-02-27-Zc,16NWR02029,Confirmed - High Report,"Sea lion, California",Zalophus,californianus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Newport,Lincoln,OR,Pacific Ocean,"north of stairway to Hallmark resort, near Shiloh Inn",44.631151,dd.dddd,,124.064977,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-FEB-27,2016,FEB,27,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,80,in,estimate,0,lb,estimate
NW-2016-1188666,PSU16-04-27-Pv,16NWR04031,Confirmed - High Report,"Seal, harbor",Phoca,vitulina,Validated,Debbie Duffield,Portland State University,Portland State University,NW,,Long Beach,Pacific,WA,Pacific,just south of the Bolstad access,46.35106,dd.dddd,actual,124.06484,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,,N,N,N,2016-APR-27,2016,APR,27,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,UNKNOWN,0,cm,estimate,0,kg,estimate
NW-2016-1188568,HMSC16-06-08-Pv,16NWR06021,Confirmed - High Report,"Seal, harbor",Phoca,vitulina,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Otter Rock,Lincoln,OR,Pacific Ocean,between Devil's Punchbowl and the Inn at Otter Crest,44.74929,dd.dddd,,124.06444,dd.dddd,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,Y,N,2016-JUN-08,2016,JUN,8,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,PUP/CALF,0,cm,estimate,0,lb,estimate
NW-2016-1191802,PSU16-08-16-Hf,16NWR08070,Confirmed - Medium Report,"Seal, ribbon",Histriophoca,fasciata,Validated,D. Duffield,Portland State University,Portland State University,NW,United States,Ocean Park,Pacific,WA,Pacific Ocean,approximately one mile north of Oysterville Road access,46.56273,decimal degrees,estimate,124.06426,decimal degrees,estimate,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-AUG-16,2016,AUG,16,Beach or Land,Alive,Alive,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,,MALE,UNKNOWN,0,cm,estimate,,,
NW-2016-1188616,PSU16-04-19-Ej,16NWR04017,Confirmed - High Report,"Sea lion, Steller",Eumetopias,jubatus,Validated,Debbie Duffield,Portland State University,Portland State University,NW,,Long Beach,Pacific,WA,Pacific,1.5 miles south of Cranberry Road access,46.37445,dd.dddd,actual,124.06415,dd.dddd,,GPS,N,,N,,N,N,Y,N,Y,N,,N,,,Y,evidence recovered from carcass by NOAA/NMFS Enforcement,Y,N,Y,N,2016-APR-19,2016,APR,19,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,ADULT,238.5,cm,actual,0,kg,estimate
NW-2016-1188679,HMSC16-02-21-Zc,16NWR02022,Confirmed - High Report,"Sea lion, California",Zalophus,californianus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Newport,Lincoln,OR,Pacific Ocean,at base of cliff north of Elizabeth St. Inn,44.634849,dd.dddd,,124.064028,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-FEB-21,2016,FEB,21,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,SUBADULT,0,cm,estimate,0,lb,estimate
NW-2016-1188622,HMSC16-04-22-Zc-2,16NWR04023,Confirmed - High Report,"Sea lion, California",Zalophus,californianus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,United States,Depoe Bay,Lincoln,OR,Pacific Ocean,below the Inn at Arch Rock,44.815939,decimal degrees,,124.063792,decimal degrees,,Internet,Y,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,Y,Y,N,2016-APR-22,2016,APR,22,Beach or Land,Alive,Alive,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,,MALE,YEARLING,0,cm,estimate,0,lb,estimate
NW-2016-1188706,HMSC16-03-28-Sc,16NWR03031,Confirmed - High Report,"Dolphin, striped",Stenella,coeruleoalba,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,United States,Newport,Lincoln,OR,Pacific Ocean,"Devils Punchbowl State Park, in front of base of stairs, north end of Beverly Beach",44.746464,decimal degrees,,124.063512,decimal degrees,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,Y,N,2016-MAR-28,2016,MAR,28,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,ADULT,205,cm,actual,0,lb,estimate
NW-2016-1192145,PSU16-10-21-Zc,16NWR10025,Confirmed - High Report,"Sea lion, California",Zalophus,californianus,Validated,D. Duffield,Portland State University,Portland State University,NW,United States,Long Beach,Pacific,WA,Pacific Ocean,0.4 mile south of Cranberry Road access,46.38843,decimal degrees,actual,124.06322,decimal degrees,actual,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,,,Y,N,N,N,2016-OCT-21,2016,OCT,21,Beach or Land,Alive,Alive,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,MALE,SUBADULT,0,cm,estimate,,,
NW-2016-1192694,HMSC16-11-26-Up,16NWR11022,Confirmed - High Report,unidentified pinniped,,,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Newport,Lincoln,OR,Pacific Ocean,about one mile north of Agate Beach way side,44.672557,dd.dddd,,124.062579,dd.dddd,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-NOV-26,2016,NOV,26,Beach or Land,Mummified/Skeletal,Mummified/Skeletal,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,UNKNOWN,0,cm,estimate,0,lb,estimate
NW-2016-1191729,HMSC16-08-12-Up,16NWR08052,Confirmed - Minimum,unidentified pinniped,,,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Otter Rock,Lincoln,OR,Pacific Ocean,near trail to Devil's Punchbowl,44.74663,dd.dddd,,124.062453,dd.dddd,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-AUG-12,2016,AUG,12,Beach or Land,Condition Unknown,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,UNKNOWN,0,cm,estimate,0,lb,estimate
NW-2016-1192698,HMSC16-11-29-Zc-2,16NWR11026,Confirmed - High Report,"Sea lion, California",Zalophus,californianus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Newport,Lincoln,OR,Pacific Ocean,north of Nye Beach Turnaround,44.640405,dd.dddd,,124.062334,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,Y,N,N,2016-NOV-29,2016,NOV,29,Beach or Land,Alive,Alive,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,,MALE,YEARLING,50,in,estimate,0,lb,estimate
NW-2016-1188587,PSU16-04-04B-Zc,16NWR04004,Confirmed - High Report,"Sea lion, California",Zalophus,californianus,Validated,Debbie Duffield,Portland State University,Portland State University,NW,,Long Beach,Pacific,WA,Pacific,0.1 mile north of Cranberry Road access,46.3977,dd.dddd,actual,124.06231,dd.dddd,,GPS,N,,N,,N,N,Y,N,Y,N,,N,,,N,,Y,N,Y,N,2016-APR-04,2016,APR,4,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,215,cm,actual,0,kg,estimate
NW-2016-1192110,PSU16-09-19-Sc,16NWR09059,Confirmed - High Report,"Dolphin, striped",Stenella,coeruleoalba,Validated,D. Duffield,Portland State University,Portland State University,NW,United States,Ocean Park,Pacific,WA,Pacific Ocean,0.5 mile south of Oysterville Road access,46.54241,decimal degrees,actual,124.06208,decimal degrees,actual,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,,,Y,N,N,N,2016-SEP-19,2016,SEP,19,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,SUBADULT,205,cm,actual,,,
NW-2016-1188579,HMSC16-03-19-Zc,16NWR03023,Confirmed - High Report,"Sea lion, California",Zalophus,californianus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,United States,Newport,Lincoln,OR,Pacific Ocean,"near NW 9th St, south of Jump-off Joe",44.643389,decimal degrees,,124.06177,decimal degrees,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-MAR-19,2016,MAR,19,Beach or Land,Advanced Decomposition,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,84,in,estimate,0,lb,estimate
NW-2016-1191696,PSU16-07-18-Ej,16NWR07102,Confirmed - High Report,"Sea lion, Steller",Eumetopias,jubatus,Validated,Debbie Duffield,Portland State University,Portland State University,NW,,Ocean Park,Pacific,WA,Pacific,2.5 miles north of Bay Avenue access,46.52838,dd.dddd,actual,124.06167,dd.dddd,,GPS,N,,N,,N,N,Y,N,Y,N,,N,,,N,,Y,N,Y,N,2016-JUL-18,2016,JUL,18,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,ADULT,194.4,cm,actual,0,kg,
NW-2016-1191754,HMSC16-09-09-Pv,16NWR09033,Confirmed - High Report,"Seal, harbor",Phoca,vitulina,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Newport,Lincoln,OR,Pacific Ocean,"Agate Beach, just north of Little Creek Cove condos",44.665453,dd.dddd,,124.061538,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-SEP-09,2016,SEP,9,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,PUP/CALF,92,cm,actual,40,lb,actual
NW-2016-1188580,HMSC16-07-02-Pv-2,16NWR07001,Confirmed - High Report,"Seal, harbor",Phoca,vitulina,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Waldport,Lincoln,OR,Pacific Ocean,Port of Alsea,44.434783,dd.dddd,,124.061517,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-JUL-02,2016,JUL,2,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,PUP/CALF,0,cm,estimate,0,lb,estimate
NW-2016-1191836,PSU16-08-26-Zc,16NWR08074,Confirmed - High Report,"Sea lion, California",Zalophus,californianus,Validated,D. Duffield,Portland State University,Portland State University,NW,United States,Ocean Park,Pacific,WA,Pacific Ocean,1.3 miles north of Bay Avenue access,46.51131,decimal degrees,actual,124.06141,decimal degrees,actual,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-AUG-26,2016,AUG,26,Beach or Land,Alive,Alive,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,,MALE,ADULT,0,cm,estimate,,,
NW-2016-1188747,HMSC16-05-27-Zc,16NWR05056,Confirmed - High Report,"Sea lion, California",Zalophus,californianus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Newport,Lincoln,OR,Pacific Ocean,"at about 19th St, Agate Beach",44.651162,dd.dddd,,124.061369,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-MAY-27,2016,MAY,27,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,0,cm,estimate,0,lb,estimate
NW-2016-1191748,HMSC16-08-27-Pp,16NWR08062,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Newport,Lincoln,OR,Pacific Ocean,"Agate Beach, near Little Creek cove condos",44.664275,dd.dddd,,124.061335,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,Y,N,2016-AUG-27,2016,AUG,27,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,ADULT,160.5,cm,actual,0,lb,estimate
NW-2016-1188727,HMSC16-05-03-Pv,16NWR05051,Confirmed - High Report,"Seal, harbor",Phoca,vitulina,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Newport,Lincoln,OR,Pacific Ocean,"just north of Jump-off Joe, NW 16th St",44.64907,dd.dddd,,124.061278,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-MAY-03,2016,MAY,3,Beach or Land,Alive,Alive,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,,MALE,ADULT,140,cm,estimate,0,lb,estimate
NW-2016-1188613,PSU16-01-30B-Sc,16NWR01028,Confirmed - High Report,"Dolphin, striped",Stenella,coeruleoalba,Validated,Debbie Duffield,Portland State University,Portland State University,NW,,Ocean Park,Pacific,WA,Pacific,0.9 mile south of Oysterville Road access,46.53435,dd.dddd,actual,124.06121,dd.dddd,,GPS,N,,N,,N,N,Y,N,N,Y,,N,,,N,,Y,N,Y,N,2016-JAN-30,2016,JAN,30,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,SUBADULT,230.5,cm,actual,0,kg,
NW-2016-1191779,HMSC16-10-06-Zc,16NWR10013,Confirmed - High Report,"Sea lion, California",Zalophus,californianus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Newport,Lincoln,OR,Pacific Ocean,"Agate Beachl, in front of Little Creek Cove condos",44.662222,dd.dddd,,124.060833,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-OCT-06,2016,OCT,6,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,84,in,estimate,0,lb,estimate
NW-2016-1188641,HMSC16-03-20-Ej,16NWR03024,Confirmed - High Report,"Sea lion, Steller",Eumetopias,jubatus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Newport,Lincoln,OR,Pacific Ocean,"Devil's Punchbowl, north end of Beverly Beach",44.745071,dd.dddd,,124.060499,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-MAR-20,2016,MAR,20,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,ADULT,84,in,estimate,0,lb,estimate
NW-2016-1191711,PSU16-07-31-Pp,16NWR07117,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NW,,Ocean Park,Pacific,WA,Pacific,0.2 mile north of Bay Avenue access,46.49513,dd.dddd,actual,124.06049,dd.dddd,,GPS,N,,N,,N,N,Y,N,N,Y,,N,,,N,,Y,Y,Y,N,2016-JUL-31,2016,JUL,31,Beach or Land,Fresh Dead,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,147.5,cm,actual,0,kg,
