Date,Wind_44
2000-10-01T00:00:00Z,0.405722
2000-11-01T00:00:00Z,0.083168
2001-02-01T00:00:00Z,-0.191139
2001-03-01T00:00:00Z,-0.378919
2001-04-01T00:00:00Z,0.737709
2001-05-01T00:00:00Z,-3.624092
2001-06-01T00:00:00Z,-2.759078
2001-07-01T00:00:00Z,-4.918977
2001-08-01T00:00:00Z,-0.78065
2001-09-01T00:00:00Z,-2.518575
2001-10-01T00:00:00Z,-0.912125
2001-11-01T00:00:00Z,4.112763
2002-02-01T00:00:00Z,0.990313
2002-03-01T00:00:00Z,-0.104435
2002-04-01T00:00:00Z,-1.857143
2002-05-01T00:00:00Z,-1.938608
2002-06-01T00:00:00Z,-1.554039
2002-07-01T00:00:00Z,-3.537627
2002-08-01T00:00:00Z,-2.909973
2002-09-01T00:00:00Z,-2.563649
2002-10-01T00:00:00Z,-2.074623
2002-11-01T00:00:00Z,2.441538
2002-12-01T00:00:00Z,5.192857
2003-01-01T00:00:00Z,4.589488
2003-02-01T00:00:00Z,-1.016269
2003-03-01T00:00:00Z,4.627126
2003-04-01T00:00:00Z,2.935097
2003-05-01T00:00:00Z,-2.649194
2003-06-01T00:00:00Z,-3.996523
2003-07-01T00:00:00Z,-3.902294
2003-08-01T00:00:00Z,-2.412027
2003-09-01T00:00:00Z,-1.869425
2003-10-01T00:00:00Z,1.230148
2003-11-01T00:00:00Z,1.895271
2003-12-01T00:00:00Z,4.671739
2004-01-01T00:00:00Z,3.428312
2004-02-01T00:00:00Z,2.592219
2004-03-01T00:00:00Z,-0.115612
2004-04-01T00:00:00Z,-1.285933
2004-05-01T00:00:00Z,-0.917814
2004-06-01T00:00:00Z,-2.980223
2004-07-01T00:00:00Z,-3.062382
2004-08-01T00:00:00Z,-1.689785
2004-09-01T00:00:00Z,-1.716389
2004-10-01T00:00:00Z,0.553763
2004-11-01T00:00:00Z,-0.385774
2004-12-01T00:00:00Z,2.255172
2005-04-01T00:00:00Z,-0.321094
2005-05-01T00:00:00Z,1.256317
2005-06-01T00:00:00Z,-2.280529
2005-07-01T00:00:00Z,-4.233065
2005-08-01T00:00:00Z,-4.300941
2005-09-01T00:00:00Z,-3.007083
2005-10-01T00:00:00Z,3.45593
2005-11-01T00:00:00Z,1.146592
2005-12-01T00:00:00Z,3.545749
2006-01-01T00:00:00Z,6.284409
2006-02-01T00:00:00Z,-0.227232
2006-03-01T00:00:00Z,5.313298
2006-08-01T00:00:00Z,-4.866364
2006-09-01T00:00:00Z,-2.405323
2006-10-01T00:00:00Z,-2.59973
2006-11-01T00:00:00Z,5.921389
2006-12-01T00:00:00Z,3.766801
2007-01-01T00:00:00Z,1.256797
2007-02-01T00:00:00Z,4.288209
2007-03-01T00:00:00Z,2.198372
2007-04-01T00:00:00Z,0.688811
2007-05-01T00:00:00Z,-3.941081
2007-06-01T00:00:00Z,-1.159497
2007-07-01T00:00:00Z,-1.219459
2007-08-01T00:00:00Z,-2.450875
2007-09-01T00:00:00Z,-1.815342
2007-10-01T00:00:00Z,1.502561
2007-11-01T00:00:00Z,0.159414
2008-03-01T00:00:00Z,2.011075
2008-04-01T00:00:00Z,-0.312117
2008-05-01T00:00:00Z,-3.025437
2008-06-01T00:00:00Z,-3.081528
2008-07-01T00:00:00Z,-3.360594
2008-08-01T00:00:00Z,-1.549057
2008-09-01T00:00:00Z,-2.869777
2008-10-01T00:00:00Z,-0.195547
2008-11-01T00:00:00Z,2.964575
2008-12-01T00:00:00Z,1.408
2009-01-01T00:00:00Z,0.513324
2009-02-01T00:00:00Z,1.243049
2009-03-01T00:00:00Z,1.356662
2009-04-01T00:00:00Z,-1.937552
2009-05-01T00:00:00Z,-1.883737
2009-06-01T00:00:00Z,-2.28637
2009-07-01T00:00:00Z,-3.049328
2009-08-01T00:00:00Z,-1.901619
2009-09-01T00:00:00Z,-0.816551
2009-10-01T00:00:00Z,1.116869
2009-11-01T00:00:00Z,4.638881
2009-12-01T00:00:00Z,1.759623
2010-01-01T00:00:00Z,6.528087
2010-02-01T00:00:00Z,4.218236
2010-03-01T00:00:00Z,2.578841
2010-04-01T00:00:00Z,0.955694
2010-05-01T00:00:00Z,-0.712769
2010-06-01T00:00:00Z,-3.357222
2010-07-01T00:00:00Z,-5.553091
2010-08-01T00:00:00Z,-3.149526
2010-09-01T00:00:00Z,0.184145
2010-10-01T00:00:00Z,1.205108
2010-11-01T00:00:00Z,2.10751
2010-12-01T00:00:00Z,5.549663
2011-01-01T00:00:00Z,2.077957
2011-02-01T00:00:00Z,0.644792
2011-03-01T00:00:00Z,6.117814
2011-04-01T00:00:00Z,-0.184798
2011-05-01T00:00:00Z,-1.704706
2011-07-01T00:00:00Z,-2.302742
2011-08-01T00:00:00Z,-3.100806
2011-09-01T00:00:00Z,-0.328194
2011-10-01T00:00:00Z,0.201752
2011-11-01T00:00:00Z,2.506863
2011-12-01T00:00:00Z,-0.721237
2012-01-01T00:00:00Z,3.331843
2012-02-01T00:00:00Z,2.395402
2012-08-01T00:00:00Z,-1.900482
2012-09-01T00:00:00Z,-2.835833
2012-10-01T00:00:00Z,2.511989
2012-11-01T00:00:00Z,4.90533
2012-12-01T00:00:00Z,4.464825
2013-01-01T00:00:00Z,0.568775
2013-02-01T00:00:00Z,0.689583
2013-03-01T00:00:00Z,0.63782
2013-04-01T00:00:00Z,-1.764485
2013-05-01T00:00:00Z,0.115457
2013-06-01T00:00:00Z,-1.304868
2013-07-01T00:00:00Z,-6.171371
2013-08-01T00:00:00Z,-0.885965
2013-09-01T00:00:00Z,1.192157
2013-10-01T00:00:00Z,-3.436425
2013-11-01T00:00:00Z,0.536857
2013-12-01T00:00:00Z,-0.686828
2014-01-01T00:00:00Z,0.930283
2014-02-01T00:00:00Z,2.656845
2014-03-01T00:00:00Z,2.579784
2014-04-01T00:00:00Z,0.282857
2014-05-01T00:00:00Z,-0.799034
2014-06-01T00:00:00Z,-3.188611
2014-07-01T00:00:00Z,-3.632392
2014-08-01T00:00:00Z,-2.622581
2014-09-01T00:00:00Z,-0.264167
2014-10-01T00:00:00Z,2.247059
2015-04-01T00:00:00Z,-1.160793
2015-05-01T00:00:00Z,-5.491542
2015-06-01T00:00:00Z,-5.366901
2015-07-01T00:00:00Z,-2.686903
2015-08-01T00:00:00Z,-2.1631
2015-09-01T00:00:00Z,-2.052825
2015-10-01T00:00:00Z,1.552459
2015-11-01T00:00:00Z,1.748675
2015-12-01T00:00:00Z,4.527725
2016-01-01T00:00:00Z,5.763612
2016-02-01T00:00:00Z,4.731079
2016-03-01T00:00:00Z,4.019515
2016-04-01T00:00:00Z,-0.908217
2016-05-01T00:00:00Z,-4.995475
2016-07-01T00:00:00Z,-4.633129
2016-08-01T00:00:00Z,-3.139538
2016-09-01T00:00:00Z,-2.378571
2016-10-01T00:00:00Z,6.348707
2016-11-01T00:00:00Z,6.117837
2016-12-01T00:00:00Z,1.098652
2017-01-01T00:00:00Z,3.032974
2017-02-01T00:00:00Z,2.463244
2017-03-01T00:00:00Z,4.642915
2017-04-01T00:00:00Z,3.310848
2017-05-01T00:00:00Z,-2.798039
2017-06-01T00:00:00Z,-1.812535
2017-07-01T00:00:00Z,-4.42235
2017-08-01T00:00:00Z,-2.872446
2017-09-01T00:00:00Z,-1.130972
2017-10-01T00:00:00Z,-0.950269
2017-11-01T00:00:00Z,5.365417
2017-12-01T00:00:00Z,0.67621
2018-01-01T00:00:00Z,5.125403
2018-02-01T00:00:00Z,-1.299702
2018-03-01T00:00:00Z,1.451478
2018-04-01T00:00:00Z,1.178472
2018-05-01T00:00:00Z,-3.301882
2018-06-01T00:00:00Z,-2.548611
2018-07-01T00:00:00Z,-3.751902
